name,type,RA,Dec,Flux_Density,l,b,x,y
1FGL J0857.9-2553,PointSource,134.4824,-25.8877,5.49E-12,,,,
1FGL J1256.2-0547,PointSource,194.0533,-5.7911,2.28E-10,,,,
1FGL J1256.5-1148,PointSource,194.1333,-11.8134,3.54E-13,,,,
1FGL J1245.8-0632,PointSource,191.4556,-6.5338,6.36E-12,,,,
1FGL J0909.0+0126,PointSource,137.2728,1.4439,5.73E-11,,,,
1FGL J0909.6-0229,PointSource,137.4177,-2.4852,7.72E-12,,,,
1FGL J2112.5-3044,PointSource,318.1371,-30.7357,2.18E-12,,,,
1FGL J2145.4-3358,PointSource,326.3532,-33.9776,4.31E-12,,,,
1FGL J2124.7-3358,PointSource,321.1827,-33.9791,5.95E-12,,,,
1FGL J2118.3-3237,PointSource,319.5837,-32.6327,2.92E-14,,,,
1FGL J1332.6-1255,PointSource,203.1625,-12.9326,1.33E-11,,,,
1FGL J1337.7-1255,PointSource,204.4336,-12.9289,6.56E-12,,,,
1FGL J1341.1-2045,PointSource,205.2945,-20.765,1.29E-11,,,,
1FGL J1344.2-1723,PointSource,206.0712,-17.3925,7.34E-12,,,,
1FGL J1351.8-1523,PointSource,207.9533,-15.3933,9.58E-15,,,,
1FGL J1514.1-4945,PointSource,228.5327,-49.7604,4.41E-12,,,,
1FGL J1518.0-5233,PointSource,229.5191,-52.5653,2.04E-13,,,,
1FGL J1536.5-4949,PointSource,234.146,-49.818,1.35E-11,,,,
1FGL J1514.1-4745,PointSource,228.5323,-47.7528,1.07E-12,,,,
1FGL J0136.5+3905,PointSource,24.1305,39.0856,7.84E-13,,,,
1FGL J0334.2-4010,PointSource,53.5527,-40.168,1.75E-11,,,,
1FGL J0334.4-3727,PointSource,53.6028,-37.4662,2.16E-12,,,,
1FGL J0335.5-4501,PointSource,53.8798,-45.0318,5.58E-13,,,,
1FGL J2302.8+4443,PointSource,345.7077,44.7332,4.68E-12,,,,
1FGL J2323.5+4211,PointSource,350.8914,42.1947,6.31E-13,,,,
1FGL J2334.2+4319,PointSource,353.5622,43.3195,3.71E-14,,,,
1FGL J1745.5+1018,PointSource,266.3773,10.3102,8.70E-13,,,,
1FGL J1751.5+0937,PointSource,267.8896,9.6275,1.46E-11,,,,
1FGL J0120.5-2700,PointSource,20.1315,-27.0158,3.04E-12,,,,
1FGL J0136.3-2220,PointSource,24.0806,-22.3402,2.03E-14,,,,
1FGL J0137.5-2428,PointSource,24.3927,-24.4815,4.48E-12,,,,
1FGL J0144.9-2732,PointSource,26.231,-27.5421,3.81E-11,,,,
1FGL J0159.7-2741,PointSource,29.9341,-27.6956,5.84E-13,,,,
1FGL J1343.7-6239c,PointSource,205.9266,-62.6554,3.47E-12,,,,
1FGL J1350.8-6212c,PointSource,207.7063,-62.2023,1.42E-11,,,,
1FGL J1405.1-6123c,PointSource,211.2986,-61.3947,1.22E-11,,,,
1FGL J1410.3-6128c,PointSource,212.5971,-61.4693,1.73E-12,,,,
1FGL J1413.4-6205,PointSource,213.3747,-62.094,8.06E-12,,,,
1FGL J1418.7-6057,PointSource,214.6823,-60.961,1.03E-11,,,,
1FGL J1420.1-6048,PointSource,215.0343,-60.8046,6.61E-12,,,,
1FGL J1405.5-5846,PointSource,211.398,-58.781,1.52E-13,,,,
1FGL J0005.1+6829,PointSource,1.2831,68.4882,9.57E-12,,,,
1FGL J0110.0+6806,PointSource,17.5143,68.1102,1.45E-12,,,,
1FGL J0007.0+7303,PointSource,1.7565,73.0523,7.03E-11,,,,
